customer_id,last_transaction,transactions,unique_products,revenue,total_days,days_inactive,frequency,aov,country,total_products,churn,rev_seg,freq_seg,trans_seg
12455.0,2011-09-27 15:31:00,6,156,5111.99,648,,108,851.9983333333333,Cyprus,2736,0,premium,frequent,Regular
12455.0,2011-09-27 15:31:00,4,44,767.96,648,,162,191.99,Spain,566,0,medium,frequent,Occasional
12456.0,2011-10-26 14:41:00,4,105,3153.89,210,,52,788.4725,Switzerland,1616,0,premium,regular,Occasional
12457.0,2011-10-12 13:46:00,3,1,196.35,376,,125,65.45,Cyprus,33,0,low,frequent,Occasional
12457.0,2011-10-12 13:46:00,11,62,2275.96,376,,34,206.90545454545452,Switzerland,905,0,premium,regular,Frequent
12458.0,2011-09-29 15:25:00,4,71,1777.49,416,,104,444.3725,Switzerland,986,0,high,frequent,Occasional
12459.0,2010-04-13 14:53:00,1,23,454.36,0,482.0,0,454.36,Spain,258,1,medium,None,Rare
12460.0,2010-09-09 13:51:00,1,18,326.65,0,333.0,0,326.65,Belgium,170,1,medium,None,Rare
12461.0,2011-09-06 16:57:00,2,35,826.88,60,,30,413.44,Switzerland,287,0,medium,regular,Rare
12462.0,2011-12-07 14:02:00,4,51,1124.01,300,,75,281.0025,Spain,514,0,high,frequent,Occasional
12463.0,2011-10-24 13:43:00,7,66,1303.63,195,,27,186.23285714285717,Belgium,757,0,high,regular,Regular
12464.0,2011-11-29 13:33:00,8,6,1212.05,299,,37,151.50625,Belgium,112,0,high,regular,Regular
12465.0,2011-12-02 11:34:00,3,46,733.89,161,,53,244.63,Belgium,475,0,medium,frequent,Occasional
12466.0,2010-01-26 16:26:00,1,1,56.73,0,559.0,0,56.73,France,1,1,low,None,Rare
12467.0,2010-11-18 15:53:00,2,9,0.0,37,263.0,18,0.0,USA,0,1,low,regular,Rare
12468.0,2011-07-19 13:42:00,10,130,3624.55,546,20.0,54,362.455,Germany,2184,1,premium,frequent,Frequent
12469.0,2010-07-05 12:40:00,2,76,3070.54,14,400.0,7,1535.27,Thailand,2552,1,premium,None,Rare
12470.0,2010-01-19 11:01:00,1,23,211.95,0,567.0,0,211.95,Unspecified,95,1,low,None,Rare
12471.0,2011-12-07 15:43:00,57,256,26626.8,735,,5,294.1752713178294,Germany,16458,0,premium,None,Frequent
12472.0,2011-11-09 11:33:00,37,400,16956.69,700,,18,458.28891891891885,Germany,10910,0,premium,regular,Frequent
12473.0,2011-11-10 13:48:00,9,140,2848.23,162,,18,316.47,Germany,2363,0,premium,regular,Frequent
12474.0,2011-11-22 14:39:00,54,369,11966.45,649,,12,221.6009259259259,Germany,7797,0,premium,regular,Frequent
12475.0,2011-10-17 10:10:00,2,54,1149.64,356,,178,574.82,Germany,771,0,high,frequent,Rare
12476.0,2011-12-08 14:08:00,38,358,13715.62,500,,13,360.93736842105267,Germany,5549,0,premium,regular,Frequent
12477.0,2011-11-17 09:51:00,12,296,20173.64,600,,50,1552.9375,Germany,6086,0,premium,regular,Frequent
12478.0,2011-12-06 09:56:00,1,36,680.99,0,,0,680.99,Greece,236,0,medium,None,Rare
12479.0,2011-12-06 09:25:00,3,31,477.3,7,,2,159.1,Germany,351,0,medium,None,Occasional
12480.0,2011-11-11 14:52:00,8,177,5435.1,479,,59,679.3875,Germany,2947,0,premium,frequent,Regular
12481.0,2011-11-17 08:29:00,18,248,12217.03,584,,32,678.7238888888888,Germany,7115,0,premium,regular,Frequent
12482.0,2010-09-16 12:20:00,32,42,21893.53,204,327.0,6,684.1728125,Sweden,27039,1,premium,None,Frequent
12483.0,2011-11-22 17:03:00,27,68,4846.87,660,,24,179.5137037037037,Sweden,2145,0,premium,regular,Frequent
12484.0,2011-11-07 11:37:00,16,330,6303.85,704,,44,393.990625,Spain,3260,0,premium,regular,Frequent
12485.0,2010-06-28 15:22:00,1,34,708.1,0,406.0,0,708.1,Sweden,414,1,medium,None,Rare
12486.0,2010-10-04 12:14:00,1,49,1037.28,0,309.0,0,1037.28,Sweden,523,1,high,None,Rare
12487.0,2009-12-09 11:36:00,2,3,259.8,0,608.0,0,129.9,Sweden,144,1,low,None,Rare
12488.0,2011-11-30 08:50:00,3,46,1298.66,65,,21,432.88666666666666,France,529,0,high,regular,Occasional
12489.0,2011-01-07 13:13:00,1,15,334.93,0,213.0,0,334.93,France,105,1,medium,None,Rare
12490.0,2011-12-04 16:07:00,22,195,9818.64,733,,33,446.30181818181813,France,5902,0,premium,regular,Frequent
12491.0,2011-11-01 12:18:00,1,25,460.4,0,,0,460.4,France,260,0,medium,None,Rare
12492.0,2011-10-07 15:15:00,3,38,715.21,340,,113,238.4033333333333,Germany,444,0,medium,frequent,Occasional
12493.0,2011-06-27 10:17:00,3,20,416.79,31,43.0,10,138.93,France,206,1,medium,None,Occasional
12494.0,2011-11-30 09:21:00,17,83,1743.52,566,,33,102.56,France,961,0,high,regular,Frequent
12495.0,2010-03-15 10:20:00,2,17,323.4,5,512.0,2,161.7,Sweden,126,1,low,None,Rare
12496.0,2010-03-29 14:06:00,2,10,54.09,0,497.0,0,27.045,Spain,33,1,low,None,Rare
12497.0,2011-09-19 12:29:00,4,42,6211.75,600,,150,1552.9375,Germany,5684,0,premium,frequent,Occasional
12498.0,2011-11-18 12:53:00,3,21,403.7,36,,12,134.56666666666666,Germany,159,0,medium,regular,Occasional
12499.0,2010-05-28 15:12:00,1,27,393.72,0,437.0,0,393.72,Germany,302,1,medium,None,Rare
12500.0,2011-11-16 16:20:00,25,89,5872.31,650,,26,234.8924,Germany,3360,0,premium,regular,Frequent
12501.0,2011-01-28 13:54:00,2,149,2089.68,21,192.0,10,1044.84,Germany,1722,1,high,None,Rare
12502.0,2011-09-05 11:52:00,5,102,3723.87,214,,42,744.774,Spain,820,0,premium,regular,Regular
12503.0,2011-01-06 11:51:00,2,3,0.0,246,215.0,123,0.0,Spain,560,1,low,frequent,Rare
12504.0,2011-11-21 16:02:00,6,11,411.0,578,,96,68.5,Germany,419,0,medium,frequent,Regular
12505.0,2011-02-11 13:39:00,3,43,908.0,107,178.0,35,302.66666666666663,Italy,313,1,high,regular,Occasional
12506.0,2011-04-21 08:54:00,1,23,73.5,0,110.0,0,73.5,France,23,1,low,None,Rare
12507.0,2011-07-28 17:09:00,5,46,1797.31,450,11.0,90,359.462,Spain,1256,1,high,frequent,Regular
12508.0,2011-11-13 15:37:00,2,57,398.27,2,,1,199.135,France,272,0,medium,None,Rare
12509.0,2011-02-28 14:45:00,1,7,176.5,0,161.0,0,176.5,France,55,1,low,None,Rare
12510.0,2011-07-20 10:15:00,16,94,3689.33,592,20.0,37,230.583125,Spain,2018,1,premium,regular,Frequent
12511.0,2010-10-21 10:58:00,2,190,3065.77,14,292.0,7,1532.885,Greece,1748,1,premium,None,Rare
12512.0,2011-10-04 14:55:00,2,31,138.03,0,,0,69.015,Israel,99,0,low,None,Rare
12513.0,2011-09-16 12:45:00,2,35,586.79,28,,14,293.395,France,456,0,medium,regular,Rare
12514.0,2011-03-17 16:38:00,2,76,1597.76,374,144.0,187,798.88,Italy,840,1,high,frequent,Rare
12515.0,2010-12-21 15:43:00,1,16,383.7,0,230.0,0,383.7,Italy,131,1,medium,None,Rare
12516.0,2011-09-23 09:13:00,4,49,2648.62,521,,130,662.155,Germany,1952,0,premium,frequent,Occasional
12517.0,2011-11-11 14:04:00,6,232,2464.89,161,,26,410.815,Germany,1348,0,premium,regular,Regular
12518.0,2011-12-09 10:13:00,5,84,2056.89,109,,21,411.378,Germany,1318,0,high,regular,Regular
12519.0,2011-10-07 09:26:00,3,34,695.19,413,,137,231.73,Germany,388,0,medium,frequent,Occasional
12520.0,2011-09-21 15:23:00,6,121,2582.51,194,,32,430.4183333333333,Germany,1430,0,premium,regular,Regular
12521.0,2011-07-20 10:51:00,1,38,599.68,0,20.0,0,599.68,Germany,309,1,medium,None,Rare
12522.0,2011-10-31 15:30:00,2,11,192.72,12,,6,96.36,Germany,194,0,low,None,Rare
12523.0,2011-12-08 11:46:00,30,176,4220.85,736,,24,140.695,France,2248,0,premium,regular,Frequent
12524.0,2011-11-30 15:31:00,18,157,11091.36,660,,36,616.1866666666666,Germany,7173,0,premium,regular,Frequent
12525.0,2010-08-05 18:09:00,8,56,835.18,244,368.0,30,104.3975,France,487,1,medium,regular,Regular
12526.0,2011-12-09 12:09:00,3,64,1316.66,93,,31,438.88666666666666,Germany,632,0,high,regular,Occasional
12527.0,2011-09-19 11:55:00,5,26,735.51,447,,89,147.102,Germany,526,0,medium,frequent,Regular
12528.0,2011-11-30 14:40:00,8,50,1922.28,303,,37,240.285,Germany,750,0,high,regular,Regular
12529.0,2010-07-05 09:35:00,2,21,311.78,5,400.0,2,155.89,France,190,1,low,None,Rare
12530.0,2011-10-11 12:34:00,12,94,3689.86,582,,48,307.48833333333334,Germany,2698,0,premium,regular,Frequent
12531.0,2011-11-25 11:12:00,3,126,1899.05,671,,212,633.0166666666667,Germany,1104,0,high,frequent,Occasional
12532.0,2011-11-09 13:47:00,1,16,349.83,0,,0,349.83,France,153,0,medium,None,Rare
12533.0,2010-03-31 10:24:00,6,63,1149.99,119,496.0,19,191.665,Germany,568,1,high,regular,Regular
12534.0,2011-08-01 10:26:00,1,63,1089.18,0,8.0,0,1089.18,Germany,651,1,high,None,Rare
12535.0,2011-09-09 08:48:00,2,28,716.35,94,,47,358.175,France,219,0,medium,regular,Rare
12536.0,2011-12-02 12:43:00,5,260,4106.82,51,,10,821.364,France,2652,0,premium,None,Regular
12537.0,2010-10-27 08:36:00,1,43,732.94,0,286.0,0,732.94,Sweden,449,1,medium,None,Rare
12538.0,2011-11-10 17:16:00,2,33,640.45,349,,174,320.225,Spain,336,0,medium,frequent,Rare
12539.0,2011-11-17 13:30:00,8,277,9498.9,694,,86,1187.3625,Spain,4534,0,premium,frequent,Regular
12540.0,2011-11-20 11:31:00,36,355,22107.29,712,,19,614.0913888888889,Spain,11009,0,premium,regular,Frequent
12541.0,2011-11-10 10:40:00,3,46,981.18,251,,83,327.06,Spain,680,0,high,frequent,Occasional
12542.0,2010-08-12 19:12:00,4,39,423.38,156,361.0,39,105.845,Spain,514,1,medium,regular,Occasional
12543.0,2010-09-17 15:51:00,1,43,980.25,0,325.0,0,980.25,Spain,688,1,high,None,Rare
12544.0,2011-11-10 11:12:00,2,19,355.7,6,,3,177.85,Spain,132,0,medium,None,Rare
12545.0,2011-09-25 13:39:00,2,42,1000.39,184,,92,500.195,Spain,523,0,high,frequent,Rare
12546.0,2011-10-24 12:09:00,3,59,1141.5,31,,10,380.5,Spain,617,0,high,None,Occasional
12547.0,2011-05-26 12:38:00,3,13,383.58,302,75.0,100,127.86,Spain,309,1,medium,frequent,Occasional
12548.0,2011-06-26 15:35:00,1,5,95.2,0,43.0,0,95.2,Spain,49,1,low,None,Rare
12549.0,2010-05-13 12:05:00,6,38,1575.68,121,453.0,20,262.61333333333334,USA,1366,1,high,regular,Regular
12550.0,2011-09-21 14:35:00,1,57,964.83,0,,0,964.83,Spain,569,0,high,None,Rare
12551.0,2010-12-17 11:23:00,1,10,168.0,0,235.0,0,168.0,Spain,100,1,low,None,Rare
12552.0,2011-11-01 10:02:00,2,20,437.82,0,,0,218.91,Italy,88,0,medium,None,Rare
12553.0,2011-12-01 16:38:00,17,109,4548.82,415,,24,267.5776470588235,France,2282,0,premium,regular,Frequent
12554.0,2010-09-17 12:29:00,1,26,468.5,0,326.0,0,468.5,Spain,240,1,medium,None,Rare
12555.0,2010-01-26 16:26:00,1,1,129.23,0,559.0,0,129.23,Spain,1,1,low,None,Rare
12556.0,2011-10-20 13:06:00,2,100,603.71,100,,50,301.855,Spain,358,0,medium,regular,Rare
12557.0,2011-11-23 16:59:00,8,15,18716.14,706,,88,1552.9375,Spain,6782,0,premium,frequent,Regular
12558.0,2011-12-08 10:14:00,2,11,0.0,5,,2,0.0,USA,0,0,low,None,Rare
12559.0,2011-02-02 09:49:00,3,21,536.21,8,188.0,2,178.73666666666665,Germany,281,1,medium,None,Occasional
12560.0,2011-12-04 13:54:00,4,92,2101.39,137,,34,525.3475,Germany,1078,0,high,regular,Occasional
12561.0,2011-02-10 11:39:00,1,16,238.85,0,180.0,0,238.85,Germany,177,1,low,None,Rare
12562.0,2011-12-01 17:20:00,9,113,4966.92,427,,47,551.88,France,2327,0,premium,regular,Frequent
12563.0,2010-10-27 09:52:00,1,13,249.24,0,286.0,0,249.24,Italy,113,1,low,None,Rare
12564.0,2011-03-23 14:55:00,1,21,456.9,0,138.0,0,456.9,France,133,1,medium,None,Rare
12565.0,2011-03-03 11:43:00,2,9,131.17,7,159.0,3,65.585,Saudi Arabia,75,1,low,None,Rare
12566.0,2011-09-28 09:57:00,2,19,346.7,13,,6,173.35,Germany,264,0,medium,None,Rare
12567.0,2011-11-17 11:02:00,17,365,13393.82,644,,37,787.8717647058822,France,5864,0,premium,regular,Frequent
12568.0,2010-03-05 09:15:00,1,5,70.0,0,522.0,0,70.0,Germany,48,1,low,None,Rare
12569.0,2011-12-07 16:24:00,35,92,4064.99,250,,7,116.14257142857142,Germany,1793,0,premium,None,Frequent
12570.0,2010-01-26 17:28:00,1,1,77.52,0,559.0,0,77.52,Spain,1,1,low,None,Rare
12571.0,2011-10-31 10:19:00,2,31,519.61,81,,40,259.805,France,523,0,medium,regular,Rare
12572.0,2011-12-01 09:20:00,3,53,1004.72,43,,14,334.90666666666664,Germany,450,0,high,regular,Occasional
12573.0,2011-04-26 15:52:00,5,107,717.41,237,104.0,47,143.482,France,479,1,medium,regular,Regular
12574.0,2011-01-28 09:20:00,1,11,218.45,0,193.0,0,218.45,France,61,1,low,None,Rare
12575.0,2010-09-08 13:09:00,2,34,622.82,69,334.0,34,311.41,France,315,1,medium,regular,Rare
12576.0,2011-11-04 10:11:00,11,114,2083.87,490,,44,189.44272727272727,Poland,1479,0,high,regular,Frequent
12577.0,2011-11-04 13:28:00,9,259,1591.35,700,,77,176.81666666666666,France,1191,0,high,frequent,Frequent
12578.0,2011-11-18 13:30:00,7,150,4572.45,422,,60,653.2071428571429,Italy,2334,0,premium,frequent,Regular
12579.0,2011-09-27 13:57:00,3,29,410.72,4,,1,136.90666666666667,France,278,0,medium,None,Occasional
