"customer_id","last_transaction","transactions","unique_products","revenue","total_days","days_inactive","frequency","aov","country","total_products","churn"
"12359.0","2011-12-02 11:21:00","14","305","8714.89","726 days 21:49:00","-114 days -22:31:00","51 days 22:07:47.142857","622.4921428571428571","Cyprus","2526",0
"12360.0","2011-10-18 15:22:00","9","160","4212.89","603 days 05:50:00","-70 days -02:32:00","67 days 00:38:53.333333","468.0988888888888889","Austria","2458",0
"12361.0","2011-02-25 13:51:00","4","18","511.25","394 days 23:14:00","164 days 22:59:00","98 days 17:48:30","127.8125000000000000","Belgium","235",1
"12362.0","2011-12-06 15:40:00","14","201","5284.58","735 days 05:30:00","-119 days -02:50:00","52 days 12:23:34.285714","377.4700000000000000","Belgium","2213",0
"12363.0","2011-08-22 10:18:00","2","23","552.00","132 days 20:49:00","-12 days -21:28:00","66 days 10:24:30","276.0000000000000000","Unspecified","408",0
"12364.0","2011-12-02 10:22:00","4","70","1313.10","104 days 18:58:00","-114 days -21:32:00","26 days 04:44:30","328.2750000000000000","Belgium","1506",0
"12365.0","2011-02-21 14:04:00","3","22","320.69","00:13:00","168 days 22:46:00","00:04:20","106.8966666666666667","Cyprus","173",1
"12366.0","2010-03-16 10:28:00","1","3","500.24","00:00:00","511 days 02:22:00","00:00:00","500.2400000000000000","Cyprus","296",1
"12367.0","2011-12-05 16:48:00","1","11","168.90","00:00:00","-118 days -03:58:00","00:00:00","168.9000000000000000","Denmark","173",0
"12368.0","2010-03-21 15:56:00","1","18","917.70","00:00:00","505 days 20:54:00","00:00:00","917.7000000000000000","Cyprus","330",1
"12369.0","2010-10-22 13:13:00","3","90","1791.15","228 days 05:04:00","290 days 23:37:00","76 days 01:41:20","597.0500000000000000","Austria","1241",1
"12370.0","2011-10-19 14:51:00","4","39","1051.82","617 days 05:10:00","-71 days -02:01:00","154 days 07:17:30","262.9550000000000000","Austria","303",0
"12370.0","2011-10-19 14:51:00","3","135","3268.49","617 days 05:10:00","-71 days -02:01:00","205 days 17:43:20","1089.4966666666666667","Cyprus","2302",0
"12371.0","2011-10-26 10:16:00","5","134","4067.38","600 days 15:53:00","-77 days -21:26:00","120 days 03:10:36","813.4760000000000000","Switzerland","1436",0
"12372.0","2011-09-29 12:12:00","3","34","1298.04","224 days 23:26:00","-50 days -23:22:00","74 days 23:48:40","432.6800000000000000","Denmark","794",0
"12373.0","2011-02-01 13:10:00","3","36","1127.65","362 days 01:02:00","188 days 23:40:00","120 days 16:20:40","375.8833333333333333","Austria","516",1
"12374.0","2011-11-14 15:37:00","4","79","2989.22","563 days 01:36:00","-97 days -02:47:00","140 days 18:24:00","747.3050000000000000","Austria","1362",0
"12375.0","2011-12-07 11:27:00","3","14","455.42","95 days 21:04:00","-119 days -22:37:00","31 days 23:01:20","151.8066666666666667","Finland","177",0
"12376.0","2010-11-15 12:15:00","2","11","503.15","28 days 03:33:00","267 days 00:35:00","14 days 01:46:30","251.5750000000000000","Switzerland","240",1
"12377.0","2011-01-28 15:45:00","4","129","3426.32","274 days 00:11:00","192 days 21:05:00","68 days 12:02:45","856.5800000000000000","Switzerland","2105",1
"12378.0","2011-08-02 10:34:00","2","281","5416.32","432 days 20:27:00","7 days 02:16:00","216 days 10:13:30","2708.1600000000000000","Switzerland","3316",1
"12379.0","2011-09-19 10:09:00","5","58","1618.27","452 days 21:20:00","-40 days -21:19:00","90 days 13:52:00","323.6540000000000000","Belgium","814",0
"12380.0","2011-11-18 11:27:00","15","156","7888.00","640 days 23:22:00","-100 days -22:37:00","42 days 17:33:28","525.8666666666666667","Belgium","3325",0
"12381.0","2011-12-05 12:44:00","6","70","1803.96","115 days 02:47:00","-117 days -23:54:00","19 days 04:27:50","300.6600000000000000","Norway","783",0
"12382.0","2010-01-26 16:25:00","1","1","-18.38","00:00:00","559 days 20:25:00","00:00:00","-18.3800000000000000","Netherlands","-1",1
"12383.0","2011-06-08 08:02:00","6","84","1839.31","167 days 17:34:00","62 days 04:48:00","27 days 22:55:40","306.5516666666666667","Belgium","1529",1
"12384.0","2011-11-11 08:39:00","3","26","566.16","92 days 21:16:00","-93 days -19:49:00","30 days 23:05:20","188.7200000000000000","Switzerland","121",0
"12385.0","2010-11-25 15:19:00","2","65","1923.40","00:05:00","256 days 21:31:00","00:02:30","961.7000000000000000","Belgium","611",1
"12386.0","2011-01-06 12:37:00","2","10","660.80","29 days 02:44:00","215 days 00:13:00","14 days 13:22:00","330.4000000000000000","Australia","568",1
"12387.0","2010-10-20 16:27:00","1","9","143.94","00:00:00","292 days 20:23:00","00:00:00","143.9400000000000000","Australia","134",1
"12388.0","2011-11-24 12:30:00","8","83","3901.11","566 days 23:36:00","-106 days -23:40:00","70 days 20:57:00","487.6387500000000000","Australia","2001",0
"12389.0","2010-11-02 11:52:00","3","41","1433.33","253 days 01:37:00","280 days 00:58:00","84 days 08:32:20","477.7766666666666667","Australia","614",1
"12390.0","2011-09-21 09:33:00","1","32","549.84","00:00:00","-42 days -20:43:00","00:00:00","549.8400000000000000","Belgium","353",0
"12391.0","2011-11-18 12:07:00","7","241","2747.82","641 days 01:55:00","-100 days -23:17:00","91 days 13:59:17.142857","392.5457142857142857","Cyprus","1212",0
"12392.0","2010-04-27 14:04:00","1","7","234.75","00:00:00","468 days 22:46:00","00:00:00","234.7500000000000000","Australia","73",1
"12393.0","2011-09-28 15:41:00","7","63","2376.75","356 days 01:52:00","-50 days -02:51:00","50 days 20:50:17.142857","339.5357142857142857","Australia","1305",0
"12394.0","2011-10-07 08:08:00","1","21","381.08","153 days 18:07:00","-58 days -19:18:00","153 days 18:07:00","381.0800000000000000","Belgium","182",0
"12394.0","2011-10-07 08:08:00","1","6","891.40","153 days 18:07:00","-58 days -19:18:00","153 days 18:07:00","891.4000000000000000","Denmark","637",0
"12395.0","2011-11-24 12:20:00","18","145","5046.92","587 days 02:04:00","-106 days -23:30:00","32 days 14:46:53.333333","280.3844444444444444","Belgium","3728",0
"12396.0","2010-02-03 13:22:00","1","65","931.43","00:00:00","551 days 23:28:00","00:00:00","931.4300000000000000","RSA","591",1
"12397.0","2011-11-04 09:52:00","2","110","2409.90","99 days 19:31:00","-86 days -21:02:00","49 days 21:45:30","1204.9500000000000000","Belgium","1263",0
"12398.0","2011-10-25 10:27:00","1","85","1635.66","00:00:00","-76 days -21:37:00","00:00:00","1635.6600000000000000","Switzerland","1394",0
"12399.0","2011-08-12 13:15:00","7","67","1962.30","525 days 04:30:00","-3 days -00:25:00","75 days 00:38:34.285714","280.3285714285714286","Belgium","2198",0
"12400.0","2010-10-21 13:45:00","1","11","205.25","00:00:00","291 days 23:05:00","00:00:00","205.2500000000000000","Australia","91",1
"12401.0","2011-02-09 13:50:00","1","5","84.30","00:00:00","180 days 23:00:00","00:00:00","84.3000000000000000","Belgium","11",1
"12402.0","2011-01-20 13:49:00","7","43","1244.15","347 days 01:08:00","200 days 23:01:00","49 days 13:52:34.285714","177.7357142857142857","Belgium","583",1
"12403.0","2011-10-21 11:00:00","3","5","1001.36","471 days 23:21:00","-72 days -22:10:00","157 days 07:47:00","333.7866666666666667","Denmark","259",0
"12404.0","2010-01-26 16:25:00","1","1","63.24","00:00:00","559 days 20:25:00","00:00:00","63.2400000000000000","Finland","1",1
"12405.0","2011-07-14 08:52:00","1","54","1710.39","00:00:00","26 days 03:58:00","00:00:00","1710.3900000000000000","Finland","857",1
"12406.0","2011-11-17 19:22:00","7","114","6072.21","675 days 05:18:00","-100 days -06:32:00","96 days 11:02:34.285715","867.4585714285714286","Denmark","3383",0
"12407.0","2011-10-21 10:11:00","5","57","1708.12","214 days 20:50:00","-72 days -21:21:00","42 days 23:22:00","341.6240000000000000","Belgium","1416",0
"12408.0","2011-11-07 12:30:00","14","104","4279.64","465 days 23:03:00","-89 days -23:40:00","33 days 06:47:21.428571","305.6885714285714286","Belgium","2186",0
"12409.0","2011-09-22 10:38:00","13","177","23090.47","486 days 19:17:00","-43 days -21:48:00","37 days 10:42:50.769231","1776.1900000000000000","Switzerland","13027",0
"12410.0","2011-02-11 15:47:00","4","36","1001.46","201 days 02:21:00","178 days 21:03:00","50 days 06:35:15","250.3650000000000000","Switzerland","339",1
"12411.0","2010-10-26 09:25:00","1","22","346.90","00:00:00","287 days 03:25:00","00:00:00","346.9000000000000000","Australia","138",1
"12412.0","2011-09-26 10:16:00","8","82","2581.03","464 days 20:54:00","-47 days -21:26:00","58 days 02:36:45","322.6287500000000000","Denmark","1991",0
"12413.0","2011-10-04 09:00:00","5","29","694.15","335 days 19:34:00","-55 days -20:10:00","67 days 03:54:48","138.8300000000000000","France","282",0
"12413.0","2011-10-04 09:00:00","1","13","241.35","335 days 19:34:00","-55 days -20:10:00","335 days 19:34:00","241.3500000000000000","Spain","33",0
"12414.0","2011-05-06 14:51:00","8","21","692.41","246 days 02:29:00","94 days 21:59:00","30 days 18:18:37.5","86.5512500000000000","Austria","301",1
"12415.0","2011-11-15 14:22:00","33","498","143269.29","503 days 05:52:00","-98 days -01:32:00","15 days 05:59:45.454545","4341.4936363636363636","Australia","91315",0
"12416.0","2010-02-21 10:19:00","1","11","202.56","00:00:00","534 days 02:31:00","00:00:00","202.5600000000000000","Australia","132",1
"12417.0","2011-12-06 14:52:00","25","239","6069.85","730 days 04:22:00","-119 days -02:02:00","29 days 04:58:28.8","242.7940000000000000","Belgium","2504",0
"12417.0","2011-12-06 14:52:00","2","33","638.36","730 days 04:22:00","-119 days -02:02:00","365 days 02:11:00","319.1800000000000000","Spain","372",0
"12418.0","2011-08-19 11:08:00","5","90","2016.95","517 days 20:21:00","-9 days -22:18:00","103 days 13:40:12","403.3900000000000000","Switzerland","1087",0
"12419.0","2010-11-19 10:04:00","2","23","503.01","27 days 23:24:00","263 days 02:46:00","13 days 23:42:00","251.5050000000000000","Spain","231",1
"12420.0","2011-10-07 08:55:00","1","29","600.39","00:00:00","-58 days -20:05:00","00:00:00","600.3900000000000000","Cyprus","345",0
"12421.0","2011-11-24 09:07:00","8","45","1092.83","489 days 19:10:00","-106 days -20:17:00","61 days 05:23:45","136.6037500000000000","Spain","647",0
"12422.0","2011-09-05 09:48:00","10","45","1749.65","625 days 21:04:00","-26 days -20:58:00","62 days 14:06:24","174.9650000000000000","Australia","1327",0
"12422.0","2011-09-05 09:48:00","11","95","2369.70","625 days 21:04:00","-26 days -20:58:00","56 days 21:33:05.454546","215.4272727272727273","Switzerland","1264",0
"12423.0","2011-12-09 10:10:00","10","118","2313.39","465 days 00:39:00","-121 days -21:20:00","46 days 12:03:54","231.3390000000000000","Belgium","1699",0
"12423.0","2011-12-09 10:10:00","1","13","298.80","465 days 00:39:00","-121 days -21:20:00","465 days 00:39:00","298.8000000000000000","Denmark","82",0
"12424.0","2011-06-30 12:06:00","7","80","3289.78","569 days 21:23:00","40 days 00:44:00","81 days 09:54:42.857143","469.9685714285714286","Australia","2015",1
"12425.0","2011-09-22 17:31:00","3","87","1680.81","370 days 03:21:00","-44 days -04:41:00","123 days 09:07:00","560.2700000000000000","Portugal","1103",0
"12426.0","2011-05-29 12:26:00","3","73","1311.41","468 days 03:45:00","72 days 00:24:00","156 days 01:15:00","437.1366666666666667","Germany","577",1
"12427.0","2011-11-28 10:48:00","5","26","1011.87","360 days 00:04:00","-110 days -21:58:00","72 days 00:00:48","202.3740000000000000","Germany","315",0
"12428.0","2011-11-14 08:22:00","12","258","7877.20","257 days 22:49:00","-96 days -19:32:00","21 days 11:54:05","656.4333333333333333","Finland","3503",0
"12429.0","2011-11-30 17:22:00","1","21","437.98","537 days 03:54:00","-113 days -04:32:00","537 days 03:54:00","437.9800000000000000","Austria","198",0
"12429.0","2011-11-30 17:22:00","8","108","6997.53","537 days 03:54:00","-113 days -04:32:00","67 days 03:29:15","874.6912500000000000","Denmark","3026",0
"12430.0","2011-10-27 15:09:00","1","11","256.40","00:00:00","-79 days -02:19:00","00:00:00","256.4000000000000000","Norway","117",0
"12431.0","2011-11-04 11:55:00","27","137","7986.98","658 days 02:51:00","-86 days -23:05:00","24 days 08:59:40","295.8140740740740741","Australia","3380",0
"12431.0","2011-11-04 11:55:00","6","123","2732.43","658 days 02:51:00","-86 days -23:05:00","109 days 16:28:30","455.4050000000000000","Belgium","1281",0
"12432.0","2011-10-28 11:43:00","5","107","5059.32","129 days 22:16:00","-79 days -22:53:00","25 days 23:39:12","1011.8640000000000000","Norway","1801",0
"12433.0","2011-12-09 10:02:00","11","286","20428.86","476 days 00:39:00","-121 days -21:12:00","43 days 06:36:16.363637","1857.1690909090909091","Norway","17115",0
"12434.0","2011-09-16 12:38:00","5","62","1062.48","296 days 23:00:00","-37 days -23:48:00","59 days 09:24:00","212.4960000000000000","Australia","511",0
"12435.0","2011-09-21 09:06:00","6","88","13925.93","657 days 19:08:00","-42 days -20:16:00","109 days 15:11:20","2320.9883333333333333","Denmark","4958",0
"12436.0","2011-09-01 12:09:00","1","16","509.01","00:00:00","-22 days -23:19:00","00:00:00","509.0100000000000000","Norway","211",0
"12437.0","2011-12-08 11:35:00","47","274","12394.85","735 days 19:11:00","-120 days -22:45:00","15 days 15:43:38.297872","263.7202127659574468","France","7931",0
"12438.0","2011-11-25 13:28:00","2","84","2906.85","125 days 23:59:00","-108 days -00:38:00","62 days 23:59:30","1453.4250000000000000","Norway","1180",0
"12439.0","2010-01-26 12:11:00","3","69","1104.48","43 days 03:31:00","560 days 00:39:00","14 days 09:10:20","368.1600000000000000","Cyprus","454",1
"12440.0","2010-09-08 15:57:00","3","21","768.15","260 days 03:54:00","334 days 20:53:00","86 days 17:18:00","256.0500000000000000","Austria","308",1
"12441.0","2010-12-08 10:45:00","1","11","347.10","00:00:00","244 days 02:05:00","00:00:00","347.1000000000000000","France","242",1
"12442.0","2011-12-06 14:22:00","1","12","172.06","00:00:00","-119 days -01:32:00","00:00:00","172.0600000000000000","Spain","182",0
"12443.0","2009-12-07 15:42:00","1","21","485.31","00:00:00","609 days 21:08:00","00:00:00","485.3100000000000000","Norway","182",1
"12444.0","2011-11-18 13:23:00","5","138","5005.46","149 days 23:23:00","-101 days -00:33:00","29 days 23:52:36","1001.0920000000000000","Norway","1155",0
"12445.0","2011-11-17 18:43:00","3","24","426.48","398 days 06:15:00","-100 days -05:53:00","132 days 18:05:00","142.1600000000000000","Spain","204",0
"12446.0","2011-10-13 12:50:00","1","58","1002.31","00:00:00","-65 days","00:00:00","1002.3100000000000000","RSA","352",0
"12447.0","2011-04-10 13:25:00","1","26","476.49","00:00:00","120 days 23:25:00","00:00:00","476.4900000000000000","Belgium","190",1
"12448.0","2011-10-26 13:46:00","1","22","449.45","00:00:00","-78 days -00:56:00","00:00:00","449.4500000000000000","Spain","243",0
"12449.0","2011-11-17 13:46:00","4","118","4067.29","416 days 04:09:00","-100 days -00:56:00","104 days 01:02:15","1016.8225000000000000","Belgium","1553",0
"12449.0","2011-11-17 13:46:00","2","10","768.60","416 days 04:09:00","-100 days -00:56:00","208 days 02:04:30","384.3000000000000000","Denmark","729",0
"12450.0","2011-07-06 14:41:00","7","31","666.95","318 days 01:30:00","33 days 22:09:00","45 days 10:30:00","95.2785714285714286","Spain","435",1
"12451.0","2011-11-29 08:40:00","10","352","12546.53","518 days 19:42:00","-111 days -19:50:00","51 days 21:10:12","1254.6530000000000000","Switzerland","9226",0
"12452.0","2011-11-23 10:28:00","3","21","428.57","02:23:00","-105 days -21:38:00","00:47:40","142.8566666666666667","Switzerland","183",0
"12453.0","2011-07-28 14:08:00","1","43","707.09","00:00:00","11 days 22:42:00","00:00:00","707.0900000000000000","Austria","473",1
"12454.0","2011-10-17 15:07:00","9","25","4292.71","628 days 22:43:00","-69 days -02:17:00","69 days 21:11:26.666667","476.9677777777777778","Spain","2232",0
"12455.0","2011-09-27 15:31:00","6","156","5111.99","648 days 02:58:00","-49 days -02:41:00","108 days 00:29:40","851.9983333333333333","Cyprus","2736",0
"12455.0","2011-09-27 15:31:00","4","44","767.96","648 days 02:58:00","-49 days -02:41:00","162 days 00:44:30","191.9900000000000000","Spain","566",0
"12456.0","2011-10-26 14:41:00","4","105","3153.89","210 days 05:29:00","-78 days -01:51:00","52 days 13:22:15","788.4725000000000000","Switzerland","1616",0
"12457.0","2011-10-12 13:46:00","3","1","196.35","376 days 19:47:00","-64 days -00:56:00","125 days 14:35:40","65.4500000000000000","Cyprus","33",0
"12457.0","2011-10-12 13:46:00","11","62","2275.96","376 days 19:47:00","-64 days -00:56:00","34 days 06:09:43.636364","206.9054545454545455","Switzerland","905",0
"12458.0","2011-09-29 15:25:00","4","71","1777.49","416 days 04:52:00","-51 days -02:35:00","104 days 01:13:00","444.3725000000000000","Switzerland","986",0
"12459.0","2010-04-13 14:53:00","1","23","454.36","00:00:00","482 days 21:57:00","00:00:00","454.3600000000000000","Spain","258",1
"12460.0","2010-09-09 13:51:00","1","18","326.65","00:00:00","333 days 22:59:00","00:00:00","326.6500000000000000","Belgium","170",1
"12461.0","2011-09-06 16:57:00","2","35","826.88","60 days 06:34:00","-28 days -04:07:00","30 days 03:17:00","413.4400000000000000","Switzerland","287",0
"12462.0","2011-12-07 14:02:00","4","51","1124.01","300 days 23:18:00","-120 days -01:12:00","75 days 05:49:30","281.0025000000000000","Spain","514",0
"12463.0","2011-10-24 13:43:00","7","66","1303.63","195 days 00:56:00","-76 days -00:53:00","27 days 20:42:17.142857","186.2328571428571429","Belgium","757",0
"12464.0","2011-11-29 13:33:00","8","6","1212.05","299 days 00:03:00","-112 days -00:43:00","37 days 09:00:22.5","151.5062500000000000","Belgium","112",0
"12465.0","2011-12-02 11:34:00","3","46","733.89","161 days 21:57:00","-114 days -22:44:00","53 days 23:19:00","244.6300000000000000","Belgium","475",0
"12466.0","2010-01-26 16:26:00","1","1","56.73","00:00:00","559 days 20:24:00","00:00:00","56.7300000000000000","France","1",1
"12467.0","2010-11-18 15:53:00","2","9","0.00","37 days 00:12:00","263 days 20:57:00","18 days 12:06:00","0.00000000000000000000","USA","0",1
"12468.0","2011-07-19 13:42:00","10","130","3624.55","546 days 01:29:00","20 days 23:08:00","54 days 14:32:54","362.4550000000000000","Germany","2184",1
"12469.0","2010-07-05 12:40:00","2","76","3070.54","14 days 02:10:00","400 days 00:10:00","7 days 01:05:00","1535.2700000000000000","Thailand","2552",1
"12470.0","2010-01-19 11:01:00","1","23","211.95","00:00:00","567 days 01:49:00","00:00:00","211.9500000000000000","Unspecified","95",1
"12471.0","2011-12-07 15:43:00","129","256","37948.61","735 days 01:00:00","-120 days -02:53:00","5 days 16:45:06.976744","294.1752713178294574","Germany","16458",0
"12472.0","2011-11-09 11:33:00","37","400","16956.69","700 days 00:46:00","-91 days -22:43:00","18 days 22:04:29.18919","458.2889189189189189","Germany","10910",0
"12473.0","2011-11-10 13:48:00","9","140","2848.23","162 days 03:33:00","-93 days -00:58:00","18 days 00:23:40","316.4700000000000000","Germany","2363",0
"12474.0","2011-11-22 14:39:00","54","369","11966.45","649 days 04:58:00","-105 days -01:49:00","12 days 00:32:11.111111","221.6009259259259259","Germany","7797",0
"12475.0","2011-10-17 10:10:00","2","54","1149.64","356 days 01:21:00","-68 days -21:20:00","178 days 00:40:30","574.8200000000000000","Germany","771",0
"12476.0","2011-12-08 14:08:00","38","358","13715.62","500 days 05:04:00","-121 days -01:18:00","13 days 03:55:22.105263","360.9373684210526316","Germany","5549",0
"12477.0","2011-11-17 09:51:00","12","296","20173.64","600 days 19:50:00","-99 days -21:01:00","50 days 01:39:10","1681.1366666666666667","Germany","6086",0
"12478.0","2011-12-06 09:56:00","1","36","680.99","00:00:00","-118 days -21:06:00","00:00:00","680.9900000000000000","Greece","236",0
"12479.0","2011-12-06 09:25:00","3","31","477.30","7 days 19:59:00","-118 days -20:35:00","2 days 14:39:40","159.1000000000000000","Germany","351",0
"12480.0","2011-11-11 14:52:00","8","177","5435.10","479 days 01:31:00","-94 days -02:02:00","59 days 21:11:22.5","679.3875000000000000","Germany","2947",0
"12481.0","2011-11-17 08:29:00","18","248","12217.03","584 days 19:19:00","-99 days -19:39:00","32 days 11:44:23.333333","678.7238888888888889","Germany","7115",0
"12482.0","2010-09-16 12:20:00","32","42","21893.53","204 days 01:56:00","327 days 00:30:00","6 days 09:03:37.5","684.1728125000000000","Sweden","27039",1
"12483.0","2011-11-22 17:03:00","27","68","4846.87","660 days 03:35:00","-105 days -04:13:00","24 days 10:47:57.777778","179.5137037037037037","Sweden","2145",0
"12484.0","2011-11-07 11:37:00","16","330","6303.85","704 days 00:40:00","-89 days -22:47:00","44 days 00:02:30","393.9906250000000000","Spain","3260",0
"12485.0","2010-06-28 15:22:00","1","34","708.10","00:00:00","406 days 21:28:00","00:00:00","708.1000000000000000","Sweden","414",1
"12486.0","2010-10-04 12:14:00","1","49","1037.28","00:00:00","309 days 00:36:00","00:00:00","1037.2800000000000000","Sweden","523",1
"12487.0","2009-12-09 11:36:00","2","3","259.80","02:20:00","608 days 01:14:00","01:10:00","129.9000000000000000","Sweden","144",1
"12488.0","2011-11-30 08:50:00","3","46","1298.66","65 days 22:16:00","-112 days -20:00:00","21 days 23:25:20","432.8866666666666667","France","529",0
"12489.0","2011-01-07 13:13:00","1","15","334.93","00:00:00","213 days 23:37:00","00:00:00","334.9300000000000000","France","105",1
"12490.0","2011-12-04 16:07:00","22","195","9818.64","733 days 03:15:00","-117 days -03:17:00","33 days 07:47:02.727273","446.3018181818181818","France","5902",0
"12491.0","2011-11-01 12:18:00","1","25","460.40","00:00:00","-83 days -23:28:00","00:00:00","460.4000000000000000","France","260",0
"12492.0","2011-10-07 15:15:00","3","38","715.21","340 days 00:17:00","-59 days -02:25:00","113 days 08:05:40","238.4033333333333333","Germany","444",0
"12493.0","2011-06-27 10:17:00","3","20","416.79","31 days 19:24:00","43 days 02:33:00","10 days 14:28:00","138.9300000000000000","France","206",1
"12494.0","2011-11-30 09:21:00","17","83","1743.52","566 days 19:29:00","-112 days -20:31:00","33 days 08:12:17.647059","102.5600000000000000","France","961",0
"12495.0","2010-03-15 10:20:00","2","17","323.40","5 days 23:27:00","512 days 02:30:00","2 days 23:43:30","161.7000000000000000","Sweden","126",1
"12496.0","2010-03-29 14:06:00","2","10","54.09","00:09:00","497 days 22:44:00","00:04:30","27.0450000000000000","Spain","33",1
"12497.0","2011-09-19 12:29:00","4","42","6211.75","600 days 19:08:00","-40 days -23:39:00","150 days 04:47:00","1552.9375000000000000","Germany","5684",0
"12498.0","2011-11-18 12:53:00","3","21","403.70","36 days 03:23:00","-101 days -00:03:00","12 days 01:07:40","134.5666666666666667","Germany","159",0
"12499.0","2010-05-28 15:12:00","1","27","393.72","00:00:00","437 days 21:38:00","00:00:00","393.7200000000000000","Germany","302",1
"12500.0","2011-11-16 16:20:00","25","89","5872.31","650 days 01:15:00","-99 days -03:30:00","26 days 00:03:00","234.8924000000000000","Germany","3360",0
"12501.0","2011-01-28 13:54:00","2","149","2089.68","21 days 01:26:00","192 days 22:56:00","10 days 12:43:00","1044.8400000000000000","Germany","1722",1
"12502.0","2011-09-05 11:52:00","5","102","3723.87","214 days 01:11:00","-26 days -23:02:00","42 days 19:26:12","744.7740000000000000","Spain","820",0
"12503.0","2011-01-06 11:51:00","2","3","0.00","246 days 21:52:00","215 days 00:59:00","123 days 10:56:00","0.00000000000000000000","Spain","560",1
"12504.0","2011-11-21 16:02:00","6","11","411.00","578 days 05:38:00","-104 days -03:12:00","96 days 08:56:20","68.5000000000000000","Germany","419",0
"12505.0","2011-02-11 13:39:00","3","43","908.00","107 days 04:21:00","178 days 23:11:00","35 days 17:27:00","302.6666666666666667","Italy","313",1
"12506.0","2011-04-21 08:54:00","1","23","73.50","00:00:00","110 days 03:56:00","00:00:00","73.5000000000000000","France","23",1
"12507.0","2011-07-28 17:09:00","5","46","1797.31","450 days 07:46:00","11 days 19:41:00","90 days 01:33:12","359.4620000000000000","Spain","1256",1
"12508.0","2011-11-13 15:37:00","2","57","398.27","2 days 23:10:00","-96 days -02:47:00","1 day 11:35:00","199.1350000000000000","France","272",0
"12509.0","2011-02-28 14:45:00","1","7","176.50","00:00:00","161 days 22:05:00","00:00:00","176.5000000000000000","France","55",1
"12510.0","2011-07-20 10:15:00","16","94","3689.33","592 days 20:28:00","20 days 02:35:00","37 days 01:16:45","230.5831250000000000","Spain","2018",1
"12511.0","2010-10-21 10:58:00","2","190","3065.77","14 days 00:19:00","292 days 01:52:00","7 days 00:09:30","1532.8850000000000000","Greece","1748",1
"12512.0","2011-10-04 14:55:00","2","31","138.03","00:02:00","-56 days -02:05:00","00:01:00","69.0150000000000000","Israel","99",0
"12513.0","2011-09-16 12:45:00","2","35","586.79","28 days 01:54:00","-37 days -23:55:00","14 days 00:57:00","293.3950000000000000","France","456",0
"12514.0","2011-03-17 16:38:00","2","76","1597.76","374 days 04:20:00","144 days 20:12:00","187 days 02:10:00","798.8800000000000000","Italy","840",1
"12515.0","2010-12-21 15:43:00","1","16","383.70","00:00:00","230 days 21:07:00","00:00:00","383.7000000000000000","Italy","131",1
"12516.0","2011-09-23 09:13:00","4","49","2648.62","521 days 18:59:00","-44 days -20:23:00","130 days 10:44:45","662.1550000000000000","Germany","1952",0
"12517.0","2011-11-11 14:04:00","6","232","2464.89","161 days 22:51:00","-94 days -01:14:00","26 days 23:48:30","410.8150000000000000","Germany","1348",0
"12518.0","2011-12-09 10:13:00","5","84","2056.89","109 days 20:55:00","-121 days -21:23:00","21 days 23:23:00","411.3780000000000000","Germany","1318",0
"12519.0","2011-10-07 09:26:00","3","34","695.19","413 days 01:05:00","-58 days -20:36:00","137 days 16:21:40","231.7300000000000000","Germany","388",0
